Subject,date,Session Distance (mi),Session Active Time (min),Session Load,Session Top Speed (ft/s),Session Peak Accel (m/s/s),Session Peak Decel (m/s/s),Sprints Count,Sprints Max TopSpeed (ft/s),Sprints Avg TopSpeed (ft/s),Sprints Distance (yrd),Sprints Volume,Explosiveness Count,Explosiveness Mean Accel (m/s/s),SpeedZones (Duration) 2m/s (min),SpeedZones (Duration) 3m/s (min),SpeedZones (Duration) 4m/s (min),SpeedZones (Duration) 5m/s (min),SpeedZones (Duration) 6m/s (min),SpeedZones (Duration) 7m/s (min),SpeedZones (Duration) 8m/s (min),SpeedZones (Duration) 9m/s (min),SpeedZones (Distance) 2m/s (mi),SpeedZones (Distance) 3m/s (mi),SpeedZones (Distance) 4m/s (mi),SpeedZones (Distance) 5m/s (mi),SpeedZones (Distance) 6m/s (mi),SpeedZones (Distance) 7m/s (mi),SpeedZones (Distance) 8m/s (mi),SpeedZones (Distance) 9m/s (mi),SpeedBands (Duration) Band1 (min),SpeedBands (Duration) Band2 (min),SpeedBands (Duration) Band3 (min),SpeedBands (Duration) Band4 (min),SpeedBands (Duration) Band5 (min),SpeedBands (Distance) Band1 (mi),SpeedBands (Distance) Band2 (mi),SpeedBands (Distance) Band3 (mi),SpeedBands (Distance) Band4 (mi),SpeedBands (Distance) Band5 (mi),SpeedBands Personal (Duration) Personal Band (Duration) (min),SpeedBands Personal (Distance) Personal Band (Distance) (mi),Accel/Decel Zones Decel -1m/s/s,Accel/Decel Zones Decel -2m/s/s,Accel/Decel Zones Decel -3m/s/s,Accel/Decel Zones Decel -4m/s/s,Accel/Decel Zones Decel -5m/s/s,Accel/Decel Zones Accel 1m/s/s,Accel/Decel Zones Accel 2m/s/s,Accel/Decel Zones Accel 3m/s/s,Accel/Decel Zones Accel 4m/s/s,Accel/Decel Zones Accel 5m/s/s
11,2024-02-14,1.67,14.82,90.1,21.94,4.19,4.32,11,21.94,19.92,574,532.4,9,3.7,5.49,2.18,1.08,1.02,0.25,0.0,0.0,0.0,0.49,0.27,0.18,0.21,0.06,0.0,0.0,0.0,10.26,3.26,1.27,0.0,0.0,0.7,0.45,0.27,0.0,0.0,1.3,0.267,45,15,8,1,0,37,18,13,2,0
11,2024-02-20,1.32,11.77,47.3,20.31,2.51,3.3,3,20.31,18.98,124,113.9,3,1.3,5.48,2.74,1.17,0.28,0.01,0.0,0.0,0.0,0.5,0.34,0.2,0.05,0.0,0.0,0.0,0.0,7.54,3.91,0.28,0.0,0.0,0.61,0.54,0.06,0.0,0.0,0.3,0.056,29,9,3,0,0,36,2,0,0,0
11,2024-02-21,1.32,11.68,31.4,18.79,3.51,4.31,3,18.79,17.77,76,69.9,3,2.7,3.92,2.91,0.57,0.13,0.0,0.0,0.0,0.0,0.36,0.37,0.09,0.02,0.0,0.0,0.0,0.0,8.04,3.48,0.13,0.0,0.0,0.58,0.46,0.02,0.0,0.0,0.1,0.024,60,6,15,4,0,55,36,3,0,0
11,2024-02-23,0.16,1.09,0.3,9.96,2.02,1.8,0,0.0,0.0,0,0.0,0,0.0,0.28,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.01,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,6,1,0,0,0
11,2024-02-26,0.28,2.6,0.3,8.04,1.75,2.0,0,0.0,0.0,0,0.0,0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,7,0,0,0,0
11,2024-02-27,1.53,15.7,52.7,19.78,3.89,4.85,6,19.78,19.01,291,269.5,5,3.8,7.14,2.12,0.54,0.72,0.0,0.0,0.0,0.0,0.63,0.26,0.09,0.14,0.0,0.0,0.0,0.0,12.35,2.66,0.72,0.0,0.0,0.89,0.36,0.14,0.0,0.0,0.7,0.143,76,38,16,2,0,98,30,11,0,0
12,2023-01-18,3.43,30.76,155.6,23.58,4.8,4.15,14,23.58,19.21,843,780.5,13,3.2,9.44,6.45,2.99,1.52,0.15,0.01,0.0,0.0,0.88,0.8,0.52,0.29,0.04,0.0,0.0,0.0,19.57,9.44,1.67,0.01,0.0,1.38,1.33,0.33,0.0,0.0,1.7,0.33,127,27,13,1,0,102,53,17,5,0
12,2023-01-20,2.53,25.17,63.3,21.81,4.2,4.59,5,21.81,20.14,217,200.0,4,3.6,7.68,4.56,0.46,0.27,0.21,0.0,0.0,0.0,0.71,0.57,0.08,0.05,0.05,0.0,0.0,0.0,19.47,5.03,0.48,0.0,0.0,1.27,0.64,0.1,0.0,0.0,0.5,0.103,103,39,9,4,0,108,66,13,1,0
12,2023-01-23,2.73,24.87,108.1,20.55,4.17,4.24,11,20.55,18.79,658,604.5,11,3.1,6.81,3.72,2.23,1.2,0.05,0.0,0.0,0.0,0.63,0.46,0.39,0.24,0.01,0.0,0.0,0.0,17.49,5.95,1.25,0.0,0.0,1.15,0.85,0.25,0.0,0.0,1.3,0.25,119,37,10,2,0,103,63,20,3,0
12,2023-01-25,3.13,31.4,94.8,19.97,4.14,5.48,5,19.97,18.2,361,330.9,3,3.6,8.03,5.06,3.08,0.39,0.01,0.0,0.0,0.0,0.73,0.63,0.51,0.08,0.0,0.0,0.0,0.0,22.81,8.14,0.4,0.0,0.0,1.42,1.14,0.08,0.0,0.0,0.4,0.078,155,89,11,2,1,149,109,26,1,0
12,2023-01-27,1.75,18.01,31.4,17.62,4.06,4.54,0,0.0,0.0,0,0.0,0,0.0,4.33,2.97,0.81,0.01,0.0,0.0,0.0,0.0,0.39,0.37,0.13,0.0,0.0,0.0,0.0,0.0,13.99,3.78,0.01,0.0,0.0,0.84,0.5,0.0,0.0,0.0,0.0,0.001,134,41,13,4,0,122,68,17,1,0
12,2023-01-30,2.93,28.43,90.2,20.37,4.03,4.81,7,20.37,18.75,268,248.1,5,1.8,7.7,4.86,2.74,0.42,0.02,0.0,0.0,0.0,0.7,0.62,0.45,0.08,0.0,0.0,0.0,0.0,20.36,7.6,0.44,0.0,0.0,1.31,1.08,0.08,0.0,0.0,0.4,0.083,104,31,14,7,0,108,50,16,1,0
12,2023-02-06,2.7,24.93,81.6,21.24,3.79,4.36,8,21.24,18.96,266,248.6,8,2.1,7.63,3.93,1.58,0.68,0.07,0.0,0.0,0.0,0.6,0.44,0.28,0.14,0.02,0.0,0.0,0.0,18.67,5.51,0.75,0.0,0.0,0.98,0.71,0.15,0.0,0.0,0.7,0.152,87,28,7,2,0,87,34,5,0,0
12,2023-02-08,2.82,28.74,83.1,21.77,4.49,5.22,9,21.77,19.65,308,285.2,9,3.5,7.82,5.08,1.12,0.48,0.2,0.0,0.0,0.0,0.71,0.64,0.19,0.1,0.05,0.0,0.0,0.0,21.7,6.21,0.68,0.0,0.0,1.35,0.82,0.14,0.0,0.0,0.7,0.14,156,74,28,4,2,121,113,21,4,0
12,2023-02-13,2.21,19.79,34.0,18.57,3.38,3.3,2,18.57,18.04,81,75.2,2,1.7,4.59,3.02,0.78,0.08,0.0,0.0,0.0,0.0,0.44,0.37,0.12,0.02,0.0,0.0,0.0,0.0,15.85,3.8,0.08,0.0,0.0,0.86,0.49,0.02,0.0,0.0,0.1,0.015,60,21,2,0,0,70,23,3,0,0
12,2023-02-15,2.97,28.46,67.4,21.79,3.22,4.28,2,21.79,20.59,98,96.1,2,1.8,8.37,4.98,1.4,0.27,0.05,0.0,0.0,0.0,0.61,0.59,0.23,0.05,0.01,0.0,0.0,0.0,21.65,6.38,0.32,0.0,0.0,1.12,0.81,0.06,0.0,0.0,0.3,0.062,153,28,6,1,0,117,49,5,0,0
12,2023-02-17,1.89,22.24,42.6,18.43,4.03,4.66,5,18.43,18.08,91,89.8,4,3.0,6.47,2.76,1.13,0.15,0.0,0.0,0.0,0.0,0.53,0.31,0.18,0.03,0.0,0.0,0.0,0.0,18.22,3.89,0.15,0.0,0.0,1.0,0.49,0.03,0.0,0.0,0.1,0.028,88,35,13,5,0,77,48,8,2,0
12,2023-02-20,1.06,6.18,8.8,16.59,2.99,3.17,0,0.0,0.0,0,0.0,0,0.0,1.23,0.64,0.12,0.06,0.01,0.0,0.0,0.0,0.09,0.07,0.02,0.01,0.0,0.0,0.0,0.0,5.34,0.75,0.07,0.0,0.0,0.31,0.08,0.01,0.0,0.0,0.1,0.014,11,2,1,0,0,10,5,0,0,0
12,2023-02-22,3.31,33.66,101.0,21.72,4.08,5.08,15,21.72,19.06,425,395.7,14,3.3,9.09,5.55,1.71,0.77,0.13,0.0,0.0,0.0,0.83,0.69,0.29,0.15,0.03,0.0,0.0,0.0,25.48,7.25,0.9,0.0,0.0,1.6,0.99,0.18,0.0,0.0,0.9,0.18,144,64,20,1,1,125,86,33,2,0
12,2023-02-24,2.31,22.48,35.8,19.37,3.69,3.81,2,19.37,18.47,50,48.6,2,2.8,6.19,3.31,0.62,0.11,0.0,0.0,0.0,0.0,0.49,0.36,0.1,0.02,0.0,0.0,0.0,0.0,18.38,3.93,0.11,0.0,0.0,0.91,0.46,0.02,0.0,0.0,0.1,0.023,118,52,12,0,0,115,55,16,0,0
12,2023-03-13,1.98,17.61,94.5,22.3,4.32,4.99,13,22.3,19.01,550,507.5,13,2.8,3.99,3.97,1.71,0.97,0.11,0.0,0.0,0.0,0.36,0.5,0.29,0.19,0.03,0.0,0.0,0.0,10.82,5.67,1.08,0.0,0.0,0.69,0.79,0.22,0.0,0.0,1.1,0.217,81,27,7,4,0,52,47,17,1,0
12,2023-03-16,2.1,21.35,42.3,20.37,4.05,4.61,1,20.37,20.37,34,31.2,1,4.0,5.34,4.36,0.85,0.07,0.01,0.0,0.0,0.0,0.5,0.55,0.13,0.01,0.0,0.0,0.0,0.0,16.05,5.21,0.07,0.0,0.0,1.0,0.68,0.02,0.0,0.0,0.1,0.015,118,56,25,3,0,108,81,24,2,0
12,2023-03-20,1.68,16.87,37.5,20.36,3.93,4.4,1,20.36,20.36,24,22.0,1,3.1,4.36,3.48,0.9,0.03,0.02,0.0,0.0,0.0,0.4,0.44,0.15,0.01,0.0,0.0,0.0,0.0,12.3,4.38,0.05,0.0,0.0,0.75,0.59,0.01,0.0,0.0,0.0,0.01,126,43,16,6,0,86,81,23,0,0
12,2023-03-27,2.41,23.33,68.3,21.15,4.03,4.03,9,21.15,18.96,373,356.9,8,2.0,6.28,2.73,1.14,0.76,0.04,0.0,0.0,0.0,0.5,0.28,0.2,0.15,0.01,0.0,0.0,0.0,18.61,3.86,0.8,0.0,0.0,0.9,0.48,0.16,0.0,0.0,0.8,0.159,106,37,6,1,0,93,50,2,0,0
12,2023-03-31,2.01,20.98,56.0,22.87,4.82,4.86,8,22.87,19.64,270,249.1,8,3.4,5.73,2.56,0.58,0.27,0.24,0.0,0.0,0.0,0.52,0.32,0.1,0.05,0.06,0.0,0.0,0.0,17.18,3.14,0.51,0.0,0.0,1.06,0.42,0.11,0.0,0.0,0.5,0.11,112,49,12,6,0,124,62,12,3,0
12,2023-04-03,2.18,20.66,27.9,20.61,3.38,4.54,1,20.61,20.61,15,16.1,1,3.3,5.51,2.33,0.47,0.08,0.01,0.0,0.0,0.0,0.54,0.28,0.07,0.01,0.0,0.0,0.0,0.0,17.72,2.8,0.1,0.0,0.0,0.93,0.35,0.01,0.0,0.0,0.1,0.013,70,22,8,2,0,85,22,4,0,0
12,2023-04-13,1.2,10.13,42.6,20.14,3.36,3.82,3,20.14,18.88,54,53.4,2,2.7,2.82,0.95,0.63,0.55,0.07,0.0,0.0,0.0,0.22,0.14,0.08,0.12,0.01,0.0,0.0,0.0,7.92,1.57,0.61,0.0,0.0,0.39,0.22,0.13,0.0,0.0,0.6,0.129,26,5,2,0,0,33,5,2,0,0
12,2023-09-11,1.21,14.94,16.5,19.64,2.97,3.69,2,19.64,18.54,40,37.1,2,1.9,3.26,0.68,0.43,0.09,0.0,0.0,0.0,0.0,0.28,0.08,0.07,0.02,0.0,0.0,0.0,0.0,13.69,1.11,0.09,0.0,0.0,0.76,0.15,0.02,0.0,0.0,0.1,0.018,49,19,4,0,0,72,17,0,0,0
12,2024-02-06,3.03,29.38,114.3,20.33,4.02,4.05,16,20.33,18.79,716,660.0,16,3.2,11.32,4.33,1.23,1.61,0.04,0.0,0.0,0.0,1.04,0.54,0.21,0.32,0.01,0.0,0.0,0.0,22.21,5.55,1.65,0.0,0.0,1.57,0.75,0.33,0.0,0.0,1.7,0.335,74,46,14,2,0,94,60,14,1,0
12,2024-02-07,2.93,28.7,82.6,20.09,3.99,4.71,8,20.09,18.2,262,240.7,8,2.7,8.13,5.42,1.83,0.53,0.01,0.0,0.0,0.0,0.74,0.69,0.3,0.1,0.0,0.0,0.0,0.0,20.77,7.26,0.53,0.0,0.0,1.34,0.99,0.11,0.0,0.0,0.5,0.106,110,53,18,2,0,109,61,26,0,0
12,2024-02-08,0.43,1.45,0.3,8.78,1.47,1.61,0,0.0,0.0,0,0.0,0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,4,0,0,0,0
12,2024-02-15,0.13,1.2,0.2,9.09,2.09,1.37,0,0.0,0.0,0,0.0,0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0,0,6,1,0,0,0
12,2024-02-16,0.02,0.44,0.0,5.33,0.45,0.44,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
12,2024-02-20,0.21,3.38,0.2,9.13,1.66,1.81,0,0.0,0.0,0,0.0,0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,5,0,0,0,0
12,2024-02-21,1.12,10.72,21.2,16.05,3.8,4.51,0,0.0,0.0,0,0.0,0,0.0,2.42,2.68,0.38,0.0,0.0,0.0,0.0,0.0,0.22,0.34,0.06,0.0,0.0,0.0,0.0,0.0,7.64,3.06,0.0,0.0,0.0,0.48,0.4,0.0,0.0,0.0,0.0,0.0,58,10,2,6,0,30,35,8,0,0
12,2024-02-23,0.01,0.03,0.0,5.34,1.54,1.25,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0
12,2024-02-27,2.17,23.22,59.0,19.4,4.13,4.08,6,19.4,18.62,292,269.8,6,3.6,8.62,1.4,1.12,0.65,0.02,0.01,0.0,0.0,0.77,0.18,0.2,0.13,0.0,0.01,0.0,0.0,20.08,2.52,0.67,0.01,0.0,1.31,0.38,0.13,0.01,0.0,0.7,0.138,68,69,12,2,0,95,67,15,2,0
12,2024-03-22,1.45,14.77,30.5,18.92,3.75,4.2,2,18.92,18.66,37,34.7,2,3.5,3.87,2.61,0.78,0.06,0.0,0.0,0.0,0.0,0.34,0.33,0.13,0.01,0.0,0.0,0.0,0.0,11.27,3.39,0.06,0.0,0.0,0.7,0.46,0.01,0.0,0.0,0.1,0.012,60,13,9,1,0,48,41,12,0,0
13,2023-01-18,1.74,19.83,39.6,21.09,4.34,3.49,4,21.09,20.8,158,149.9,4,3.9,6.94,2.52,0.26,0.21,0.11,0.0,0.0,0.0,0.58,0.31,0.04,0.04,0.02,0.0,0.0,0.0,16.72,2.78,0.32,0.0,0.0,0.94,0.35,0.06,0.0,0.0,0.3,0.065,98,33,6,0,0,83,48,7,1,0
13,2023-01-20,2.24,22.41,37.6,20.67,3.89,5.25,3,20.67,19.54,128,118.9,2,3.2,7.61,2.77,0.26,0.24,0.05,0.0,0.0,0.0,0.69,0.34,0.04,0.05,0.01,0.0,0.0,0.0,18.87,3.03,0.29,0.0,0.0,1.25,0.38,0.06,0.0,0.0,0.3,0.059,124,27,14,1,2,123,53,16,0,0
13,2023-01-23,2.6,24.16,109.6,21.06,4.18,3.79,14,21.06,19.46,881,807.9,13,3.4,7.73,2.03,1.43,1.72,0.08,0.0,0.0,0.0,0.72,0.25,0.25,0.34,0.02,0.0,0.0,0.0,18.78,3.46,1.8,0.0,0.0,1.24,0.5,0.36,0.0,0.0,1.8,0.36,110,24,11,0,0,106,33,14,4,0
13,2023-01-25,3.21,30.34,135.1,22.11,4.29,5.54,14,22.11,19.2,780,719.5,14,3.4,7.97,3.58,3.02,1.37,0.16,0.0,0.0,0.0,0.72,0.45,0.5,0.27,0.04,0.0,0.0,0.0,22.12,6.6,1.53,0.0,0.0,1.39,0.95,0.31,0.0,0.0,1.5,0.308,174,98,21,8,1,174,88,42,4,0
13,2023-01-27,1.82,17.98,37.3,18.68,4.27,4.78,4,18.68,18.15,76,72.2,4,3.3,5.21,2.88,0.82,0.15,0.0,0.0,0.0,0.0,0.48,0.36,0.13,0.03,0.0,0.0,0.0,0.0,14.03,3.69,0.15,0.0,0.0,0.89,0.49,0.03,0.0,0.0,0.2,0.028,126,64,9,2,0,117,74,10,1,0
13,2023-01-30,2.39,24.89,65.1,20.16,5.35,4.27,4,20.16,19.56,134,129.8,4,2.2,5.96,5.43,1.32,0.29,0.02,0.0,0.0,0.0,0.54,0.68,0.22,0.05,0.01,0.0,0.0,0.0,17.79,6.75,0.32,0.0,0.0,0.96,0.9,0.05,0.0,0.0,0.3,0.053,113,37,8,1,0,119,42,6,0,1
13,2023-02-01,1.74,17.47,29.6,20.93,4.71,4.04,4,20.93,19.35,85,79.1,4,3.2,4.45,2.05,0.53,0.11,0.04,0.0,0.0,0.0,0.39,0.25,0.09,0.02,0.01,0.0,0.0,0.0,14.61,2.58,0.15,0.0,0.0,0.87,0.35,0.03,0.0,0.0,0.2,0.03,85,31,11,1,0,99,37,11,2,0
13,2023-02-06,3.06,26.07,156.2,22.43,4.31,4.8,19,22.43,19.59,883,818.4,18,3.5,7.37,4.98,2.54,1.52,0.37,0.0,0.0,0.0,0.67,0.63,0.42,0.3,0.09,0.0,0.0,0.0,16.57,7.52,1.89,0.0,0.0,1.12,1.05,0.38,0.0,0.0,1.9,0.384,89,37,17,7,0,72,56,20,4,0
13,2023-02-08,2.99,29.74,95.7,22.94,4.67,4.87,10,22.94,20.27,361,335.7,10,3.8,8.29,4.25,1.42,0.44,0.37,0.0,0.0,0.0,0.75,0.54,0.24,0.09,0.09,0.0,0.0,0.0,22.96,5.67,0.81,0.0,0.0,1.43,0.77,0.18,0.0,0.0,0.8,0.177,165,94,34,10,0,146,105,34,9,0
13,2023-02-13,2.72,26.4,71.1,20.07,4.51,3.84,4,20.07,18.8,151,139.6,4,3.2,7.12,5.96,1.44,0.34,0.01,0.0,0.0,0.0,0.65,0.75,0.23,0.07,0.0,0.0,0.0,0.0,18.49,7.41,0.34,0.0,0.0,1.19,0.98,0.07,0.0,0.0,0.3,0.069,121,29,16,0,0,117,35,18,2,0
13,2023-02-15,2.86,31.79,92.1,24.06,3.67,4.38,10,24.06,19.19,335,314.8,10,2.1,9.05,5.63,1.48,0.5,0.11,0.04,0.0,0.0,0.7,0.71,0.23,0.1,0.03,0.01,0.0,0.0,23.88,7.11,0.61,0.04,0.0,1.18,0.94,0.13,0.01,0.0,0.7,0.137,191,91,18,2,0,171,110,20,0,0
13,2023-02-17,2.22,24.31,38.5,19.22,4.05,4.9,2,19.22,18.43,31,29.7,2,2.7,7.1,2.88,0.93,0.09,0.0,0.0,0.0,0.0,0.64,0.36,0.16,0.02,0.0,0.0,0.0,0.0,20.35,3.81,0.09,0.0,0.0,1.29,0.52,0.02,0.0,0.0,0.1,0.017,94,52,19,1,0,103,48,13,2,0
13,2023-02-20,1.07,11.66,29.8,20.67,4.22,4.47,6,20.67,18.44,142,137.1,6,2.6,3.16,0.95,0.69,0.28,0.02,0.0,0.0,0.0,0.26,0.12,0.1,0.05,0.0,0.0,0.0,0.0,9.62,1.64,0.29,0.0,0.0,0.52,0.22,0.05,0.0,0.0,0.3,0.055,66,26,3,3,0,55,22,10,1,0
13,2023-02-22,3.47,34.1,105.3,23.66,4.1,5.29,19,23.66,19.67,501,470.2,19,2.7,8.7,4.56,1.89,0.69,0.25,0.01,0.0,0.0,0.78,0.57,0.32,0.14,0.06,0.0,0.0,0.0,26.56,6.45,0.94,0.01,0.0,1.62,0.89,0.19,0.0,0.0,0.9,0.194,155,74,22,9,2,165,85,31,2,0
13,2023-02-24,3.0,29.62,73.6,21.44,4.19,4.44,7,21.44,19.57,266,246.6,7,2.8,7.71,4.25,1.29,0.41,0.13,0.0,0.0,0.0,0.7,0.52,0.21,0.08,0.03,0.0,0.0,0.0,23.43,5.54,0.55,0.0,0.0,1.45,0.74,0.11,0.0,0.0,0.5,0.111,194,76,13,3,0,155,82,28,4,0
13,2023-03-16,1.86,21.84,27.8,19.07,3.48,4.59,1,19.07,19.07,30,29.5,1,3.3,6.08,2.71,0.41,0.07,0.0,0.0,0.0,0.0,0.49,0.36,0.06,0.01,0.0,0.0,0.0,0.0,18.48,3.13,0.07,0.0,0.0,0.82,0.41,0.01,0.0,0.0,0.1,0.011,188,73,20,4,0,165,108,12,0,0
13,2023-03-20,1.86,18.24,35.7,18.7,4.02,3.98,2,18.7,18.58,27,26.1,2,3.0,5.31,3.59,0.73,0.05,0.0,0.0,0.0,0.0,0.47,0.46,0.12,0.01,0.0,0.0,0.0,0.0,13.77,4.33,0.05,0.0,0.0,0.87,0.57,0.01,0.0,0.0,0.0,0.01,114,44,15,0,0,141,61,11,1,0
13,2023-03-27,2.79,30.5,113.2,24.84,4.08,4.86,9,24.84,20.48,490,462.4,8,2.1,8.55,3.39,1.22,0.7,0.46,0.06,0.0,0.0,0.7,0.39,0.21,0.14,0.11,0.01,0.0,0.0,24.59,4.62,1.16,0.06,0.0,1.27,0.59,0.25,0.01,0.0,1.2,0.265,132,48,10,1,0,145,50,13,1,0
13,2023-03-31,1.94,21.18,44.9,24.84,4.61,4.24,7,24.84,19.84,208,192.9,7,3.2,6.56,1.45,0.3,0.19,0.17,0.05,0.0,0.0,0.58,0.18,0.05,0.04,0.04,0.01,0.0,0.0,18.98,1.75,0.36,0.05,0.0,1.16,0.24,0.08,0.01,0.0,0.4,0.089,104,53,12,2,0,95,64,14,4,0
13,2023-04-03,2.36,25.17,90.2,26.21,3.95,3.98,7,26.21,20.19,310,290.3,7,2.6,6.57,3.26,1.3,0.57,0.24,0.06,0.0,0.0,0.48,0.45,0.2,0.11,0.06,0.02,0.0,0.0,19.78,4.56,0.81,0.06,0.0,0.92,0.65,0.17,0.02,0.0,0.9,0.187,126,44,6,0,0,126,48,17,0,0
13,2023-04-13,2.0,20.0,68.1,21.68,3.76,4.22,9,21.68,19.25,338,312.8,9,2.1,5.5,2.77,0.97,0.65,0.13,0.0,0.0,0.0,0.51,0.34,0.16,0.13,0.03,0.0,0.0,0.0,15.52,3.74,0.78,0.0,0.0,0.99,0.5,0.16,0.0,0.0,0.8,0.163,55,35,5,1,0,67,31,23,0,0
13,2023-09-11,1.74,20.41,33.8,20.21,3.0,4.27,6,20.21,19.04,173,162.3,6,2.1,4.47,1.76,0.48,0.34,0.01,0.0,0.0,0.0,0.4,0.22,0.08,0.07,0.0,0.0,0.0,0.0,17.77,2.24,0.35,0.0,0.0,1.03,0.3,0.07,0.0,0.0,0.4,0.07,116,23,4,2,0,118,29,1,0,0
13,2024-02-06,3.72,36.71,191.3,24.44,4.62,5.07,22,24.44,20.84,883,823.6,22,3.4,11.81,5.49,1.95,0.76,1.15,0.04,0.0,0.0,1.07,0.69,0.32,0.15,0.28,0.01,0.0,0.0,27.25,7.44,1.91,0.04,0.0,1.82,1.01,0.43,0.01,0.0,1.9,0.439,131,61,24,1,1,128,83,26,10,0
13,2024-02-07,2.98,27.11,118.5,21.19,4.88,4.33,15,21.19,18.91,591,550.1,15,2.9,6.75,3.69,2.93,0.96,0.17,0.0,0.0,0.0,0.61,0.46,0.49,0.19,0.04,0.0,0.0,0.0,19.2,6.62,1.13,0.0,0.0,1.17,0.95,0.22,0.0,0.0,1.1,0.226,116,54,25,4,0,97,71,30,8,0
13,2024-02-08,2.56,26.39,36.3,17.85,4.77,4.73,0,0.0,0.0,0,0.0,0,0.0,8.06,3.19,0.79,0.03,0.0,0.0,0.0,0.0,0.71,0.41,0.13,0.0,0.0,0.0,0.0,0.0,22.36,3.98,0.03,0.0,0.0,1.4,0.53,0.0,0.0,0.0,0.0,0.003,135,57,19,10,0,112,83,41,3,0
13,2024-02-13,2.38,21.97,132.9,24.54,4.61,3.88,9,24.54,22.84,590,543.2,9,4.2,8.69,3.11,0.35,0.32,0.7,0.26,0.0,0.0,0.78,0.39,0.06,0.06,0.17,0.07,0.0,0.0,17.22,3.46,1.02,0.26,0.0,1.22,0.45,0.24,0.07,0.0,1.3,0.306,77,34,10,0,0,66,30,3,7,0
13,2024-02-14,1.87,13.13,204.3,25.74,4.34,4.91,29,25.74,20.42,1491,1386.6,26,3.8,4.74,0.95,1.63,2.34,1.04,0.01,0.0,0.0,0.43,0.12,0.28,0.47,0.24,0.0,0.0,0.0,7.13,2.58,3.38,0.01,0.0,0.54,0.4,0.71,0.0,0.0,3.4,0.717,26,10,16,7,0,18,7,22,8,0
13,2024-02-15,0.11,1.02,0.3,9.0,1.79,2.07,0,0.0,0.0,0,0.0,0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0,0,9,0,0,0,0
13,2024-02-16,0.18,1.52,0.2,8.76,2.27,1.54,0,0.0,0.0,0,0.0,0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,6,1,0,0,0
13,2024-02-20,0.52,5.51,2.1,14.93,3.09,2.61,0,0.0,0.0,0,0.0,0,0.0,0.59,0.22,0.03,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,5.22,0.25,0.0,0.0,0.0,0.26,0.03,0.0,0.0,0.0,0.0,0.0,34,2,0,0,0,17,6,1,0,0
13,2024-02-21,1.11,10.62,12.7,14.83,3.8,4.6,0,0.0,0.0,0,0.0,0,0.0,3.71,1.41,0.15,0.0,0.0,0.0,0.0,0.0,0.34,0.17,0.02,0.0,0.0,0.0,0.0,0.0,9.03,1.56,0.0,0.0,0.0,0.59,0.19,0.0,0.0,0.0,0.0,0.0,36,4,9,3,0,33,26,9,0,0
